INVOICE_DT,INV_ITEM_ID,QTY_CONSUMED,month,quarter,year,TMOD
2016-11-01,198374,0.5946210980088797,10,Q4,2016,0
2016-12-01,198374,0.3776345352460124,11,Q4,2016,0
2017-01-01,198374,0.19102609126994663,0,Q4,2017,0
2017-02-01,198374,0.36895507273549777,1,Q1,2017,0
2017-03-01,198374,0.44707023533012996,2,Q1,2017,0
2017-04-01,198374,0.5859416354983651,3,Q1,2017,0
2017-05-01,198374,0.4861278166274461,4,Q2,2017,0
2017-06-01,198374,0.8116076607717471,5,Q2,2017,0
2017-07-01,198374,0.2995193726513803,6,Q2,2017,0
2017-08-01,198374,0.7725500794744309,7,Q3,2017,0
2017-09-01,198374,0.41669211654332855,8,Q3,2017,0
2017-10-01,198374,0.4687688916064167,9,Q3,2017,0
2017-11-01,198374,0.3515961477144684,10,Q4,2017,0
2017-12-01,198374,0.23876313507777744,11,Q4,2017,0
2018-01-01,198374,0.10423146616479971,0,Q4,2018,0
2018-02-01,198374,0.24310286633303477,1,Q1,2018,0
2018-03-01,198374,1.0112352985135848,2,Q1,2018,0
2018-04-01,198374,0.5034867416484755,3,Q1,2018,0
2018-05-01,198374,0.6718683143524605,4,Q2,2018,0
2018-06-01,198374,0.2951796413961229,5,Q2,2018,0
2018-07-01,198374,0.8723638983453499,6,Q2,2018,0
2018-08-01,198374,0.559903247966821,7,Q3,2018,0
2018-09-01,198374,0.4774483541169314,8,Q3,2018,0
2018-10-01,198374,0.3038591039066376,9,Q3,2018,0
2018-11-01,198374,0.8810433608558645,10,Q4,2018,0
2018-12-01,198374,0.5859416354983651,11,Q4,2018,0
2019-01-01,198374,0.5251853979247622,0,Q4,2019,0
2019-02-01,198374,0.2708771463666818,1,Q1,2019,0
2019-03-01,198374,0.321218028927667,2,Q1,2019,0
2019-04-01,198374,0.6900951856245413,3,Q1,2019,0
2019-05-01,198374,0.7682103482191736,4,Q2,2019,0
2019-06-01,198374,0.6571132280845855,5,Q2,2019,0
2019-07-01,198374,0.5208456666695048,6,Q2,2019,0
2019-08-01,198374,0.9027420171321513,7,Q3,2019,0
2019-09-01,198374,0.3993331915222992,8,Q3,2019,0
2019-10-01,198374,0.4948072791379608,9,Q3,2019,0
2019-11-01,198374,0.2995193726513803,10,Q4,2019,0
2019-12-01,198374,0.047814959846454216,11,Q4,2019,0
2020-01-01,198374,0.2734809851198362,0,Q4,2020,0
2020-02-01,198374,0.4036729227775565,1,Q1,2020,0
2020-03-01,198374,0.3038591039066376,2,Q1,2020,0
2016-01-01,193440,-0.1344537528743543,0,Q4,2016,0
2016-02-01,193440,-0.23426757174527324,1,Q1,2016,0
2016-03-01,193440,-0.2386073030005306,2,Q1,2016,0
2016-04-01,193440,-0.25596622802156,3,Q1,2016,0
2016-05-01,193440,-0.2386073030005306,4,Q2,2016,0
2016-06-01,193440,-0.17785106542692775,5,Q2,2016,0
2016-07-01,193440,-0.3123827343399055,6,Q2,2016,0
2016-08-01,193440,-0.25596622802156,7,Q3,2016,0
2016-09-01,193440,-0.2629097980299717,8,Q3,2016,0
2016-10-01,193440,-0.1908702591926998,9,Q3,2016,0
2016-11-01,193440,-0.11101920409596464,10,Q4,2016,0
2016-12-01,193440,-0.32106219685042015,11,Q4,2016,0
2017-01-01,193440,-0.26811747553628057,0,Q4,2017,0
2017-02-01,193440,-0.3080430030846481,1,Q1,2017,0
2017-03-01,193440,-0.29068407806361873,2,Q1,2017,0
2017-04-01,193440,-0.1908702591926998,3,Q1,2017,0
2017-05-01,193440,-0.24294703425578795,4,Q2,2017,0
2017-06-01,193440,-0.1257742903638396,5,Q2,2017,0
2017-07-01,193440,-0.27332515304258936,6,Q2,2017,0
2017-08-01,193440,-0.26898542178733204,7,Q3,2017,0
2017-09-01,193440,-0.24294703425578795,8,Q3,2017,0
2017-10-01,193440,-0.15615240915064102,9,Q3,2017,0
2017-11-01,193440,-0.2125689154689865,10,Q4,2017,0
2017-12-01,193440,-0.2776648842978467,11,Q4,2017,0
2018-01-01,193440,-0.2299278404900159,0,Q4,2018,0
2018-02-01,193440,-0.2820046155531041,1,Q1,2018,0
2018-03-01,193440,-0.29068407806361873,2,Q1,2018,0
2018-04-01,193440,-0.27332515304258936,3,Q1,2018,0
2018-05-01,193440,-0.21690864672424387,4,Q2,2018,0
2018-06-01,193440,-0.2603059592768173,5,Q2,2018,0
2018-07-01,193440,-0.29068407806361873,6,Q2,2018,0
2018-08-01,193440,-0.19520999044795714,7,Q3,2018,0
2018-09-01,193440,-0.1908702591926998,8,Q3,2018,0
2018-10-01,193440,-0.2516264967663026,9,Q3,2018,0
2018-11-01,193440,-0.2386073030005306,10,Q4,2018,0
2018-12-01,193440,-0.21690864672424387,11,Q4,2018,0
2019-01-01,193440,-0.14313321538486898,0,Q4,2019,0
2019-02-01,193440,-0.2776648842978467,1,Q1,2019,0
2019-03-01,193440,-0.26464569053207465,2,Q1,2019,0
2019-04-01,193440,-0.19520999044795714,3,Q1,2019,0
2019-05-01,193440,-0.3123827343399055,4,Q2,2019,0
2019-06-01,193440,-0.29502380931887606,5,Q2,2019,0
2019-07-01,193440,-0.2516264967663026,6,Q2,2019,0
2019-08-01,193440,-0.29502380931887606,7,Q3,2019,0
2019-09-01,193440,-0.19520999044795714,8,Q3,2019,0
2019-10-01,193440,-0.18653052793744246,9,Q3,2019,0
2019-11-01,193440,-0.19520999044795714,10,Q4,2019,0
2019-12-01,193440,-0.2820046155531041,11,Q4,2019,0
2020-01-01,193440,-0.26898542178733204,0,Q4,2020,0
2020-02-01,193440,-0.29068407806361873,1,Q1,2020,0
2020-03-01,193440,-0.21690864672424387,2,Q1,2020,0
2016-01-01,198375,0.48699576287849755,0,Q4,2016,0
2016-02-01,198375,0.6466978730719679,1,Q1,2016,0
2016-03-01,198375,0.7994564132570264,2,Q1,2016,0
2016-04-01,198375,0.587677528000468,3,Q1,2016,0
2016-05-01,198375,0.5112982579079387,4,Q2,2016,0
2016-06-01,198375,1.0251224385304085,5,Q2,2016,0
2016-07-01,198375,0.3134065126682038,6,Q2,2016,0
2016-08-01,198375,1.0042917285051731,7,Q3,2016,0
2016-09-01,198375,1.0320660085388202,8,Q3,2016,0
2016-10-01,198375,0.5251853979247622,9,Q3,2016,0
2016-11-01,198375,0.3654832877312919,10,Q4,2016,0
2016-12-01,198375,0.17106332749576283,11,Q4,2016,0
2017-01-01,198375,0.31687829767240966,0,Q4,2017,0
2017-02-01,198375,0.3550679327186743,1,Q1,2017,0
2017-03-01,198375,0.7543232082023501,2,Q1,2017,0
2017-04-01,198375,0.7334924981771148,3,Q1,2017,0
2017-05-01,198375,0.36895507273549777,4,Q2,2017,0
2017-06-01,198375,0.3967293527691448,5,Q2,2017,0
2017-07-01,198375,0.2057811775378216,6,Q2,2017,0
2017-08-01,198375,0.5182418279163504,7,Q3,2017,0
2017-09-01,198375,0.5980928830130856,8,Q3,2017,0
2017-10-01,198375,0.841117833307497,9,Q3,2017,0
2017-11-01,198375,0.6605850130887914,10,Q4,2017,0
2017-12-01,198375,0.4314472028112035,11,Q4,2017,0
2018-01-01,198375,0.27521687762193914,0,Q4,2018,0
2018-02-01,198375,0.1780068975041746,1,Q1,2018,0
2018-03-01,198375,0.22661188756305686,2,Q1,2018,0
2018-04-01,198375,0.28354916163203325,3,Q1,2018,0
2018-05-01,198375,0.22314010255885097,4,Q2,2018,0
2018-06-01,198375,0.12245833743688056,5,Q2,2018,0
2018-07-01,198375,0.011361217302292516,6,Q2,2018,0
2018-08-01,198375,0.3134065126682038,7,Q3,2018,0
2018-09-01,198375,0.15370440247473346,8,Q3,2018,0
2018-10-01,198375,0.278688662626145,9,Q3,2018,0
2018-11-01,198375,0.22661188756305686,10,Q4,2018,0
2018-12-01,198375,0.18495046751258634,11,Q4,2018,0
2019-01-01,198375,0.1780068975041746,0,Q4,2019,0
2019-02-01,198375,0.028720142323321898,1,Q1,2019,0
2019-03-01,198375,0.1745351124999687,2,Q1,2019,0
2019-04-01,198375,0.23355545757146862,3,Q1,2019,0
2019-05-01,198375,0.1467608324663217,4,Q2,2019,0
2019-06-01,198375,0.07038156237379242,5,Q2,2019,0
2019-07-01,198375,0.25438616759670385,6,Q2,2019,0
2019-08-01,198375,0.23008367256726273,7,Q3,2019,0
2019-09-01,198375,0.34812436271026254,8,Q3,2019,0
2019-10-01,198375,0.33076543768923317,9,Q3,2019,0
2019-11-01,198375,0.15370440247473346,10,Q4,2019,0
2019-12-01,198375,0.19883760752940985,11,Q4,2019,0
2020-01-01,198375,0.24397081258408623,0,Q4,2020,0
2020-02-01,198375,0.22314010255885097,1,Q1,2020,0
2020-03-01,198375,0.39325756776493886,2,Q1,2020,0
2016-01-01,215008,-0.2212483779795012,0,Q4,2016,0
2016-02-01,215008,-0.27888000904931876,1,Q1,2016,0
2016-03-01,215008,-0.29276714906614226,2,Q1,2016,0
2016-04-01,215008,-0.2941558630678246,3,Q1,2016,0
2016-05-01,215008,-0.2823517940535246,4,Q2,2016,0
2016-06-01,215008,-0.2670759400350188,5,Q2,2016,0
2016-07-01,215008,-0.2865179360585717,6,Q2,2016,0
2016-08-01,215008,-0.27888000904931876,7,Q3,2016,0
2016-09-01,215008,-0.24346780200641882,8,Q3,2016,0
2016-10-01,215008,-0.2823517940535246,9,Q3,2016,0
2016-11-01,215008,-0.29901636207371285,10,Q4,2016,0
2016-12-01,215008,-0.33859471112165984,11,Q4,2016,0
2017-01-01,215008,-0.2747138670442717,0,Q4,2017,0
2017-02-01,215008,-0.3094317170863305,1,Q1,2017,0
2017-03-01,215008,-0.3163752870947422,2,Q1,2017,0
2017-04-01,215008,-0.23791294599968943,3,Q1,2017,0
2017-05-01,215008,-0.27020054653880404,4,Q2,2017,0
2017-06-01,215008,-0.2767969380467952,5,Q2,2017,0
2017-07-01,215008,-0.28443486505604815,6,Q2,2017,0
2017-08-01,215008,-0.17819824392734834,7,Q3,2017,0
2017-09-01,215008,-0.23374680399464237,8,Q3,2017,0
2017-10-01,215008,-0.04627041376752503,9,Q3,2017,0
2017-11-01,215008,-0.03377198775238388,10,Q4,2017,0
2017-12-01,215008,0.08774048739482179,11,Q4,2017,0
2018-01-01,215008,-0.06380292803876471,0,Q4,2018,0
2018-02-01,215008,-0.14938242839243956,1,Q1,2018,0
2018-03-01,215008,0.008410200048717521,2,Q1,2018,0
2018-04-01,215008,-0.0018315657136898154,3,Q1,2018,0
2018-05-01,215008,-0.08723747681715438,4,Q2,2018,0
2018-06-01,215008,0.12488858693982467,5,Q2,2018,0
2018-07-01,215008,-0.1992025432027939,6,Q2,2018,0
2018-08-01,215008,-0.032730452251122116,7,Q3,2018,0
2018-09-01,215008,-0.2330524469938012,8,Q3,2018,0
2018-10-01,215008,-0.0075600109706295115,9,Q3,2018,0
2018-11-01,215008,-0.12178173760900285,10,Q4,2018,0
2018-12-01,215008,-0.03915325450890299,11,Q4,2018,0
2019-01-01,215008,-0.22263709198118356,0,Q4,2019,0
2019-02-01,215008,-0.10112461683397789,1,Q1,2019,0
2019-03-01,215008,-0.1618808544075807,2,Q1,2019,0
2019-04-01,215008,-0.15302780264685573,3,Q1,2019,0
2019-05-01,215008,-0.13289144962246166,4,Q2,2019,0
2019-06-01,215008,-0.01693383048198538,5,Q2,2019,0
2019-07-01,215008,-0.2389544815009512,6,Q2,2019,0
2019-08-01,215008,-0.09626411782808966,7,Q3,2019,0
2019-09-01,215008,-0.22610887698538945,8,Q3,2019,0
2019-10-01,215008,0.008930967799348401,9,Q3,2019,0
2019-11-01,215008,-0.2417319095043159,10,Q4,2019,0
2019-12-01,215008,0.026637071320798372,11,Q4,2019,0
2020-01-01,215008,-0.18705129568807333,0,Q4,2020,0
2020-02-01,215008,-0.2497170150139894,1,Q1,2020,0
2020-03-01,215008,-0.09695847482893083,2,Q1,2020,0
2016-01-01,60422,0.12106962343519821,0,Q4,2016,0
2016-02-01,60422,0.13634547745370407,1,Q1,2016,0
2016-03-01,60422,0.23286110057062745,2,Q1,2016,0
2016-04-01,60422,0.15023261747052757,3,Q1,2016,0
2016-05-01,60422,0.11482041042762764,4,Q2,2016,0
2016-06-01,60422,0.20335092803487748,5,Q2,2016,0
2016-07-01,60422,0.17349357699870696,6,Q2,2016,0
2016-08-01,60422,0.14537211846463935,7,Q3,2016,0
2016-09-01,60422,0.2002263215310922,8,Q3,2016,0
2016-10-01,60422,0.16203668648482755,9,Q3,2016,0
2016-11-01,60422,0.3127121556673626,10,Q4,2016,0
2016-12-01,60422,0.14328904746211582,11,Q4,2016,0
2017-01-01,60422,0.3557622897195154,0,Q4,2017,0
2017-02-01,60422,0.23772159957651567,1,Q1,2017,0
2017-03-01,60422,0.2674053613624759,2,Q1,2017,0
2017-04-01,60422,0.1887694310172128,3,Q1,2017,0
2017-05-01,60422,0.34586770245752874,4,Q2,2017,0
2017-06-01,60422,0.21741165730191128,5,Q2,2017,0
2017-07-01,60422,0.05267545885234245,6,Q2,2017,0
2017-08-01,60422,0.24674824058745093,7,Q3,2017,0
2017-09-01,60422,0.17314639849828636,8,Q3,2017,0
2017-10-01,60422,0.2620240946059568,9,Q3,2017,0
2017-11-01,60422,0.2849378756337156,10,Q4,2017,0
2017-12-01,60422,0.2703563786160509,11,Q4,2017,0
2018-01-01,60422,0.23008367256726273,0,Q4,2018,0
2018-02-01,60422,0.1550931164764158,1,Q1,2018,0
2018-03-01,60422,0.23424981457230978,2,Q1,2018,0
2018-04-01,60422,0.13703983445454523,3,Q1,2018,0
2018-05-01,60422,0.33562593669512136,4,Q2,2018,0
2018-06-01,60422,0.1724520414974452,5,Q2,2018,0
2018-07-01,60422,0.2592466666025921,6,Q2,2018,0
2018-08-01,60422,0.2481369545891333,7,Q3,2018,0
2018-09-01,60422,0.20786424854034513,8,Q3,2018,0
2018-10-01,60422,0.2988250156505391,9,Q3,2018,0
2018-11-01,60422,0.2030037495344569,10,Q4,2018,0
2018-12-01,60422,0.278688662626145,11,Q4,2018,0
2019-01-01,60422,0.31479522666988613,0,Q4,2019,0
2019-02-01,60422,0.16759154249155697,1,Q1,2019,0
2019-03-01,60422,0.2023093925336157,2,Q1,2019,0
2019-04-01,60422,0.2717450926177333,3,Q1,2019,0
2019-05-01,60422,0.23286110057062745,4,Q2,2019,0
2019-06-01,60422,0.5793452439903739,5,Q2,2019,0
2019-07-01,60422,0.40089549477419184,6,Q2,2019,0
2019-08-01,60422,0.165855649989454,7,Q3,2019,0
2019-09-01,60422,0.24605388358660976,8,Q3,2019,0
2019-10-01,60422,0.6244784490450502,9,Q3,2019,0
2019-11-01,60422,0.2981306586496979,10,Q4,2019,0
2019-12-01,60422,0.1884222525167922,11,Q4,2019,0
2020-01-01,60422,0.6019118465177121,0,Q4,2020,0
2020-02-01,60422,0.2502200255916568,1,Q1,2020,0
2020-03-01,60422,0.5753526912355371,2,Q1,2020,0
2016-01-01,60424,-0.006692064719578042,0,Q4,2016,0
2016-02-01,60424,-0.12473275486257784,1,Q1,2016,0
2016-03-01,60424,-0.07578058630327499,2,Q1,2016,0
2016-04-01,60424,-0.03828530825785152,3,Q1,2016,0
2016-05-01,60424,-0.09418104682556613,4,Q2,2016,0
2016-06-01,60424,0.02524835731911602,5,Q2,2016,0
2016-07-01,60424,-0.02335663273976625,6,Q2,2016,0
2016-08-01,60424,-0.008601546471891274,7,Q3,2016,0
2016-09-01,60424,-0.0059977077187368675,8,Q3,2016,0
2016-10-01,60424,0.011014038801871927,9,Q3,2016,0
2016-11-01,60424,0.01691607330902192,10,Q4,2016,0
2016-12-01,60424,-0.15667317690127192,11,Q4,2016,0
2017-01-01,60424,0.27729994862446267,0,Q4,2017,0
2017-02-01,60424,0.01795760881028368,1,Q1,2017,0
2017-03-01,60424,0.10579376941669236,2,Q1,2017,0
2017-04-01,60424,0.00025150528883371043,3,Q1,2017,0
2017-05-01,60424,0.13426240645118054,4,Q2,2017,0
2017-06-01,60424,0.004417647293880762,5,Q2,2017,0
2017-07-01,60424,0.055800065356127734,6,Q2,2017,0
2017-08-01,60424,0.08635177339313944,7,Q3,2017,0
2017-09-01,60424,0.014138645305657217,8,Q3,2017,0
2017-10-01,60424,0.08079691738641004,9,Q3,2017,0
2017-11-01,60424,0.11134862542342176,10,Q4,2017,0
2017-12-01,60424,0.12176398043603939,11,Q4,2017,0
2018-01-01,60424,0.12037526643435703,0,Q4,2018,0
2018-02-01,60424,0.10301634141332766,1,Q1,2018,0
2018-03-01,60424,0.043995996341827756,2,Q1,2018,0
2018-04-01,60424,0.10371069841416883,3,Q1,2018,0
2018-05-01,60424,0.19050532351931573,4,Q2,2018,0
2018-06-01,60424,-0.2684646540367011,5,Q2,2018,0
2018-07-01,60424,0.06378517086580125,6,Q2,2018,0
2018-08-01,60424,0.03566371233173365,7,Q3,2018,0
2018-09-01,60424,0.1016276274116453,8,Q3,2018,0
2018-10-01,60424,0.13634547745370407,9,Q3,2018,0
2018-11-01,60424,0.1863391815142687,10,Q4,2018,0
2018-12-01,60424,0.13148497844781584,11,Q4,2018,0
2019-01-01,60424,0.3050742286581097,0,Q4,2019,0
2019-02-01,60424,0.09468405740323355,1,Q1,2019,0
2019-03-01,60424,0.06690977736958655,2,Q1,2019,0
2019-04-01,60424,0.3054214071585303,3,Q1,2019,0
2019-05-01,60424,0.09676712840575707,4,Q2,2019,0
2019-06-01,60424,0.5361215206880107,5,Q2,2019,0
2019-07-01,60424,0.2708771463666818,6,Q2,2019,0
2019-08-01,60424,0.26341280860763916,7,Q3,2019,0
2019-09-01,60424,0.07940820338472769,8,Q3,2019,0
2019-10-01,60424,0.7196053581602913,9,Q3,2019,0
2019-11-01,60424,0.22314010255885097,10,Q4,2019,0
2019-12-01,60424,0.12106962343519821,11,Q4,2019,0
2020-01-01,60424,0.37416275024180656,0,Q4,2020,0
2020-02-01,60424,0.19675453652688632,1,Q1,2020,0
2020-03-01,60424,0.33354286569259783,2,Q1,2020,0
2016-01-01,67220,-0.32713782060778046,0,Q4,2016,0
2016-02-01,67220,-0.32609628510651867,1,Q1,2016,0
2016-03-01,67220,-0.3229716786027334,2,Q1,2016,0
2016-04-01,67220,-0.32696423135757013,3,Q1,2016,0
2016-05-01,67220,-0.3229716786027334,4,Q2,2016,0
2016-06-01,67220,-0.3087373600854893,5,Q2,2016,0
2016-07-01,67220,-0.32904730236009366,6,Q2,2016,0
2016-08-01,67220,-0.32661705285714954,7,Q3,2016,0
2016-09-01,67220,-0.3189791258478966,8,Q3,2016,0
2016-10-01,67220,-0.32436039260441574,9,Q3,2016,0
2016-11-01,67220,-0.3340813906161922,10,Q4,2016,0
2016-12-01,67220,-0.33234549811408926,11,Q4,2016,0
2017-01-01,67220,-0.3259226958563084,0,Q4,2017,0
2017-02-01,67220,-0.32609628510651867,1,Q1,2017,0
2017-03-01,67220,-0.3208886076002099,2,Q1,2017,0
2017-04-01,67220,-0.3094317170863305,3,Q1,2017,0
2017-05-01,67220,-0.3344285691166128,4,Q2,2017,0
2017-06-01,67220,-0.32713782060778046,5,Q2,2017,0
2017-07-01,67220,-0.311514788088854,6,Q2,2017,0
2017-08-01,67220,-0.3108204310880128,7,Q3,2017,0
2017-09-01,67220,-0.32609628510651867,8,Q3,2017,0
2017-10-01,67220,-0.24346780200641882,9,Q3,2017,0
2017-11-01,67220,-0.1990289539525836,10,Q4,2017,0
2017-12-01,67220,0.2571635956000686,11,Q4,2017,0
2018-01-01,67220,-0.2189917177267674,0,Q4,2018,0
2018-02-01,67220,-0.32748499910820106,1,Q1,2018,0
2018-03-01,67220,-0.2132632724698277,2,Q1,2018,0
2018-04-01,67220,-0.09852077808082348,3,Q1,2018,0
2018-05-01,67220,-0.24069037400305412,4,Q2,2018,0
2018-06-01,67220,-0.1849682246855498,5,Q2,2018,0
2018-07-01,67220,-0.22315785973181446,6,Q2,2018,0
2018-08-01,67220,-0.06519164204044706,7,Q3,2018,0
2018-09-01,67220,-0.2189917177267674,8,Q3,2018,0
2018-10-01,67220,-0.05998396453413825,9,Q3,2018,0
2018-11-01,67220,-0.19520999044795714,10,Q4,2018,0
2018-12-01,67220,-0.3283529453592525,11,Q4,2018,0
2019-01-01,67220,-0.3130770913407466,0,Q4,2019,0
2019-02-01,67220,-0.3222773216018922,1,Q1,2019,0
2019-03-01,67220,-0.27349874229279963,2,Q1,2019,0
2019-04-01,67220,-0.2636041550308129,3,Q1,2019,0
2019-05-01,67220,-0.2724572067915379,4,Q2,2019,0
2019-06-01,67220,-0.2816574370526835,5,Q2,2019,0
2019-07-01,67220,-0.2918992028150908,6,Q2,2019,0
2019-08-01,67220,-0.27158926054048643,7,Q3,2019,0
2019-09-01,67220,-0.2582228882742938,8,Q3,2019,0
2019-10-01,67220,-0.28148384780247315,9,Q3,2019,0
2019-11-01,67220,-0.2861707575581511,10,Q4,2019,0
2019-12-01,67220,-0.2835669188049967,11,Q4,2019,0
2020-01-01,67220,-0.2859971683079408,0,Q4,2020,0
2020-02-01,67220,-0.28808023931046434,1,Q1,2020,0
2020-03-01,67220,-0.29276714906614226,2,Q1,2020,0
